Animal,Day,Outcome,Side,SpikeCount,Duration
2467,D3,0,0,0,39.9608699999999
2467,D3,1,1,5,36.4804640000002
2467,D3,1,0,0,39.6806210000004
2467,D3,0,0,0,36.4394560000001
2467,D3,1,1,20,46.8790949999993
2467,D3,0,1,0,36.840596
2467,D3,1,0,18,47.2794430000004
2467,D4,0,1,0,34.7625989999997
2467,D4,1,0,5,55.5614340000002
2467,D4,0,0,0,35.721098
2467,D4,0,0,3,33.9595509999999
2467,D4,0,0,13,36.7611779999997
2467,D4,1,1,4,35.7600309999998
2467,D4,0,1,7,35.8393740000001
2467,D4,1,0,3,36.9203219999999
2467,D4,0,0,0,38.0815310000007
2467,D4,1,1,13,35.7603770000005
2467,D4,0,1,6,40.0789059999997
2467,D4,1,0,0,36.9996070000007
2467,D5,0,0,0,34.8389939999997
2467,D5,0,0,0,45.1992579999996
2467,D5,0,0,12,34.0391669999999
2467,D5,0,0,25,35.0006759999997
2467,D5,0,0,0,36.2401449999998
2467,D5,1,1,5,33.5621020000008
2467,D5,0,1,0,36.7590760000003
2467,D5,0,1,0,36.4390050000002
2467,D5,0,1,2,37.080371
2467,D5,0,1,37,36.959519
2467,D5,0,1,0,38.600351
2467,D5,0,1,4,38.3220339999998
2467,D5,1,0,20,36.2413799999995
2467,D5,0,0,8,37.9580839999999
2454,D1,0,1,15,34.7584399999996
2454,D1,1,0,7,36.5997079999997
2454,D1,0,0,30,61.2811459999994
2454,D1,0,0,12,41.5197490000028
2454,D1,1,1,11,34.6814329999979
2454,D1,1,0,8,47.5613239999984
2454,D1,1,1,2,36.0008990000024
2454,D1,1,0,13,34.7609740000007
2454,D1,1,1,2,34.440082000001
2454,D1,1,0,6,36.2390650000016
2454,D1,0,0,130,43.0001699999993
2454,D1,0,0,6,35.4415499999996
2454,D1,0,0,148,86.4808669999984
2454,D2,1,1,8,34.44031
2454,D2,1,0,15,38.5192509999997
2454,D2,0,0,4,36.3227569999999
2454,D2,0,0,44,41.4400329999999
2454,D2,0,0,18,47.0014389999997
2454,D2,0,0,55,130.999079
2454,D2,0,0,9,81.4386800000002
2454,D2,0,0,21,38.4404600000007
2454,D2,0,0,12,38.0405639999999
2454,D2,0,0,15,34.9599410000001
2454,D2,0,0,10,37.3594999999996
2454,D2,0,0,4,34.7584050000005
2454,D3,0,0,7,39.9199039999994
2454,D3,0,0,28,32.7207120000003
2454,D3,0,0,29,49.000524
2454,D3,0,0,88,36.5593830000007
2454,D3,0,0,8,41.9189890000007
2454,D3,1,1,40,82.5202589999999
2454,D3,0,1,9,62.2816519999997
2454,D3,1,0,101,47.6400620000004
2454,D3,0,0,17,37.1617370000004
2454,D3,0,0,104,34.6817599999995
2454,D3,1,1,15,57.0000579999996
2454,D3,1,0,41,73.52016
2454,D3,0,0,31,43.4394920000004
2454,D4,1,1,3,39.9614149999998
2454,D4,1,0,83,36.3999860000004
2454,D4,0,0,56,34.5206839999992
2454,D4,0,0,0,33.7594930000014
2454,D4,0,0,9,35.6009129999984
2454,D4,1,1,27,33.8410879999974
2454,D4,1,0,2,42.6814640000011
2454,D4,0,0,18,39.1217519999991
2454,D4,1,1,19,34.8792009999997
2454,D4,1,0,11,43.4395409999997
2454,D4,1,1,6,35.0010669999974
2454,D4,1,0,13,35.3223069999985
2454,D5,1,0,77,32.5181939999993
2454,D5,0,0,30,35.4791279999999
2454,D5,1,0,3,33.557984
2454,D5,0,0,33,35.6002589999998
2454,D5,0,0,148,35.7195080000001
2454,D5,0,0,12,43.2383879999998
2454,D5,0,0,171,34.0417349999998
2454,D5,1,1,4,34.5196040000001
2454,D5,0,1,14,37.9598269999997
2454,D5,0,1,47,35.5601639999995
2454,D5,0,1,75,39.8796560000001
2454,D5,0,1,65,36.9600700000001
2454,D5,1,0,10,35.0004939999999
2454,D5,1,1,143,34.3181039999999
2454,D5,1,0,7,37.8791500000007
2462,D1,0,0,0,48.5203310000006
2462,D1,0,0,0,34.1586189999998
2462,D1,1,1,0,36.6006030000008
2462,D1,1,0,2,47.8784080000005
2462,D1,0,0,0,33.9597589999994
2462,D1,1,1,0,32.7195380000003
2462,D1,0,1,0,35.6409200000007
2462,D1,1,0,0,38.8400649999994
2462,D1,1,1,9,38.319751
2462,D1,0,1,0,34.6799520000004
2462,D1,1,0,0,36.7993259999994
2462,D1,1,1,16,37.7592189999996
2462,D2,0,0,0,35.3575660000006
2462,D2,0,0,0,33.9594619999998
2462,D2,1,1,0,38.9602539999996
2462,D2,1,0,0,35.640641
2462,D2,0,0,0,36.9990880000005
2462,D2,1,1,0,34.7589660000003
2462,D2,1,0,0,41.2415530000007
2462,D2,0,0,0,34.4796120000001
2462,D2,0,0,0,33.7983320000003
2462,D2,0,0,7,33.8798999999999
2462,D2,0,0,10,35.360068
2462,D2,0,0,20,37.4411769999997
2462,D3,0,0,2,42.401734
2462,D3,0,0,2,34.1194160000005
2462,D3,1,1,4,35.7223329999997
2462,D3,1,0,3,36.760859
2462,D3,0,0,2,33.4402140000002
2462,D3,0,0,2,38.4011830000009
2462,D3,0,0,7,33.038243
2462,D3,1,1,5,33.1995930000003
2462,D3,1,0,4,35.0407129999994
2462,D3,0,0,2,34.0007969999997
2462,D3,0,0,0,40.359453
2462,D3,1,1,0,33.5600459999996
2462,D4,1,1,6,33.4407769999998
2462,D4,1,0,4,39.4394379999994
2462,D4,0,0,0,42.0005759999995
2462,D4,1,1,0,32.6799469999996
2462,D4,1,0,0,36.5203739999997
2462,D4,1,1,6,35.7994369999997
2462,D4,1,0,4,34.0008930000004
2462,D4,0,0,9,35.8021939999999
2462,D4,1,1,3,33.9177879999997
2462,D4,1,0,5,36.8016249999991
2462,D4,1,1,20,33.3188089999994
2462,D4,1,0,7,37.0798019999993
2462,D5,1,1,0,34.1589399999993
2462,D5,1,0,0,42.198832
2462,D5,0,0,0,34.6392819999992
2462,D5,1,1,0,34.320557
2462,D5,0,1,4,36.5192620000007
2462,D5,0,1,0,33.2794089999998
2462,D5,1,0,0,33.880717
2462,D5,1,1,5,34.0401090000005
2462,D5,1,0,7,36.5998930000005
2462,D5,0,0,3,35.6814020000002
2462,D5,0,0,4,33.9199980000003
2462,D5,1,1,12,32.8419359999998
2486,D1,0,1,67,38.0410710000006
2486,D1,0,1,60,40.9998420000002
2486,D1,0,1,64,42.3208619999996
2486,D1,1,0,63,43.0398180000002
2486,D1,0,0,61,32.559894
2486,D1,1,1,53,34.9994129999995
2486,D1,1,0,35,36.8423819999998
2486,D1,1,1,96,36.3601140000001
2486,D1,1,0,55,44.7983220000006
2486,D1,1,1,73,34.9597969999995
2486,D1,1,0,46,46.9987729999993
2486,D1,0,0,63,33.761767
2486,D2,1,0,37,45.1981840000003
2486,D2,1,1,31,44.402075
2486,D2,0,1,31,34.5599990000001
2486,D2,1,0,17,38.5604169999997
2486,D2,1,1,14,35.3999539999995
2486,D2,0,1,111,36.5589739999996
2486,D2,0,1,25,38.4768130000002
2486,D2,0,1,21,46.3208189999996
2486,D2,1,0,31,39.4801470000002
2486,D2,1,1,36,34.3586370000003
2486,D2,0,1,29,38.759395
2486,D2,0,1,106,45.1597400000001
2486,D3,1,0,14,35.8398940000002
2486,D3,0,0,4,34.0391630000004
2486,D3,1,1,18,33.6393499999999
2486,D3,1,0,4,34.9206259999996
2486,D3,1,1,4,40.9596879999999
2486,D3,0,1,13,37.0003630000001
2486,D3,1,0,9,33.7605290000001
2486,D3,0,0,10,34.7992549999999
2486,D3,0,0,22,34.9605330000004
2486,D3,1,1,27,38.1197320000001
2486,D3,1,0,7,36.3198919999995
2486,D3,1,1,13,36.3215369999998
2486,D3,0,1,29,35.4401699999999
2486,D3,1,0,27,39.3592950000002
2486,D4,0,1,0,37.319892
2486,D4,0,1,0,35.9204439999999
2486,D4,1,0,2,40.0803750000005
2486,D4,1,1,6,34.3601690000005
2486,D4,1,0,7,41.5613969999995
2486,D4,1,1,8,38.7976770000005
2486,D4,1,0,3,38.3578300000008
2486,D4,1,1,37,43.4385320000001
2486,D4,1,0,7,42.6006140000009
2486,D4,1,1,47,35.2406879999999
2486,D4,1,0,7,42.7601009999998
2486,D4,1,1,9,45.161357
2486,D5,1,1,3,39.562293
2486,D5,1,0,10,33.8415179999997
2486,D5,0,0,39,52.2814970000004
2486,D5,1,1,32,35.3188829999999
2486,D5,1,0,18,43.7593139999999
2486,D5,0,0,22,35.3621929999999
2486,D5,1,1,9,34.6836140000005
2486,D5,1,0,22,45.4791289999994
2486,D5,1,1,8,34.2413129999995
2486,D5,1,0,14,37.3194490000005
2486,D5,0,0,15,38.681963
2486,D5,1,1,11,36.5206680000001
