Animal,Day,Outcome,Side,SpikeCount,Times,ViterbiGuess
4.0,5.0,0.0,0.0,6.0,33.9199980000003,2.0
4.0,5.0,1.0,1.0,12.0,32.8419359999998,2.0
6.0,1.0,0.0,1.0,67.0,38.0410710000006,2.0
6.0,1.0,0.0,1.0,60.0,40.9998420000002,2.0
6.0,1.0,0.0,1.0,64.0,42.3208619999996,2.0
6.0,1.0,1.0,0.0,63.0,43.0398180000002,3.0
6.0,1.0,0.0,0.0,61.0,32.559894,3.0
6.0,1.0,1.0,1.0,53.0,34.9994129999995,3.0
6.0,1.0,1.0,0.0,39.0,36.8423819999998,3.0
6.0,1.0,1.0,1.0,96.0,36.3601140000001,3.0
6.0,1.0,1.0,0.0,55.0,44.7983220000006,3.0
6.0,1.0,1.0,1.0,73.0,34.9597969999995,3.0
6.0,1.0,1.0,0.0,47.0,46.9987729999993,3.0
6.0,1.0,0.0,0.0,63.0,33.761767,3.0
6.0,2.0,1.0,0.0,38.0,45.1981840000003,2.0
6.0,2.0,1.0,1.0,32.0,44.402075,2.0
6.0,2.0,0.0,1.0,31.0,34.5599990000001,2.0
6.0,2.0,1.0,0.0,19.0,38.5604169999997,2.0
6.0,2.0,1.0,1.0,17.0,35.3999539999995,2.0
6.0,2.0,0.0,1.0,111.0,36.5589739999996,2.0
6.0,2.0,0.0,1.0,26.0,38.4768130000002,2.0
6.0,2.0,0.0,1.0,25.0,46.3208189999996,2.0
6.0,2.0,1.0,0.0,33.0,39.4801470000002,2.0
6.0,2.0,1.0,1.0,36.0,34.3586370000003,2.0
6.0,2.0,0.0,1.0,30.0,38.759395,2.0
6.0,2.0,0.0,1.0,107.0,45.1597400000001,2.0
6.0,3.0,1.0,0.0,14.0,35.8398940000002,2.0
6.0,3.0,0.0,0.0,9.0,34.0391630000004,2.0
6.0,3.0,1.0,1.0,21.0,33.6393499999999,3.0
6.0,3.0,1.0,0.0,4.0,34.9206259999996,3.0
6.0,3.0,1.0,1.0,5.0,40.9596879999999,3.0
6.0,3.0,0.0,1.0,18.0,37.0003630000001,3.0
6.0,3.0,1.0,0.0,10.0,33.7605290000001,3.0
6.0,3.0,0.0,0.0,10.0,34.7992549999999,3.0
6.0,3.0,0.0,0.0,23.0,34.9605330000004,3.0
6.0,3.0,1.0,1.0,29.0,38.1197320000001,3.0
6.0,3.0,1.0,0.0,8.0,36.3198919999995,3.0
6.0,3.0,1.0,1.0,14.0,36.3215369999998,3.0
6.0,3.0,0.0,1.0,29.0,35.4401699999999,3.0
6.0,3.0,1.0,0.0,27.0,39.3592950000002,3.0
6.0,4.0,0.0,1.0,0.0,37.319892,2.0
6.0,4.0,0.0,1.0,1.0,35.9204439999999,2.0
6.0,4.0,1.0,0.0,5.0,40.0803750000005,3.0
6.0,4.0,1.0,1.0,10.0,34.3601690000005,3.0
6.0,4.0,1.0,0.0,7.0,41.5613969999995,3.0
6.0,4.0,1.0,1.0,11.0,38.7976770000005,3.0
6.0,4.0,1.0,0.0,6.0,38.3578300000008,3.0
6.0,4.0,1.0,1.0,37.0,43.4385320000001,3.0
6.0,4.0,1.0,0.0,8.0,42.6006140000009,3.0
6.0,4.0,1.0,1.0,47.0,35.2406879999999,3.0
6.0,4.0,1.0,0.0,9.0,42.7601009999998,3.0
6.0,4.0,1.0,1.0,13.0,45.161357,3.0
6.0,5.0,1.0,1.0,4.0,39.562293,2.0
6.0,5.0,1.0,0.0,11.0,33.8415179999997,3.0
6.0,5.0,0.0,0.0,39.0,52.2814970000004,3.0
6.0,5.0,1.0,1.0,33.0,35.3188829999999,3.0
6.0,5.0,1.0,0.0,20.0,43.7593139999999,3.0
6.0,5.0,0.0,0.0,23.0,35.3621929999999,3.0
6.0,5.0,1.0,1.0,10.0,34.6836140000005,3.0
6.0,5.0,1.0,0.0,23.0,45.4791289999994,3.0
6.0,5.0,1.0,1.0,9.0,34.2413129999995,3.0
6.0,5.0,1.0,0.0,16.0,37.3194490000005,3.0
6.0,5.0,0.0,0.0,18.0,38.681963,3.0
6.0,5.0,1.0,1.0,12.0,36.5206680000001,3.0
